nid,url,title,logo,core_id,score,rank_display,country,region,stars,guide
297630,/universities/baylor-university,Baylor University,"<img src=""https://www.topuniversities.com/sites/default/files/baylor-university_804_small.jpg"" alt=""Baylor University Logo"">",804,,801-1000,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294990,/universities/beijing-foreign-studies-university,Beijing Foreign Studies University,"<img src=""https://www.topuniversities.com/sites/default/files/beijing-foreign-studies-university_2020_small.jpg"" alt=""Beijing Foreign Studies University Logo"">",2020,,801-1000,China (Mainland),Asia,,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>"
297152,/universities/beirut-arab-university,Beirut Arab University,"<img src=""https://www.topuniversities.com/sites/default/files/beirut-arab-university-_592560cf2aeae70239af4ee5_small.jpg"" alt=""Beirut Arab University Logo"">",1121,,801-1000,Lebanon,Asia,NA,"<a href=""/where-to-study/asia/lebanon/guide"" class=""guide-link"" target=""_blank"">Lebanon</a>"
294134,/universities/belarusian-national-technical-university-bntu,Belarusian National Technical University (BNTU),"<img src=""https://www.topuniversities.com/sites/default/files/belarusian-national-technical-university-bntu_592560cf2aeae70239af5828_small.jpg"" alt=""Belarusian National Technical University (BNTU) Logo"">",14974,,801-1000,Belarus,Europe,NA,"<a href=""/where-to-study/europe/belarus/guide"" class=""guide-link"" target=""_blank"">Belarus</a>"
296983,/universities/bina-nusantara-university-binus,Bina Nusantara University (BINUS),"<img src=""https://www.topuniversities.com/sites/default/files/bina-nusantara-university-binus_937_small_8.jpg"" alt=""Bina Nusantara University (BINUS) Logo"">",937,,801-1000,Indonesia,Asia,4,"<a href=""/where-to-study/asia/indonesia/guide"" class=""guide-link"" target=""_blank"">Indonesia</a>"
294772,/universities/binghamton-university-suny,Binghamton University SUNY,"<img src=""https://www.topuniversities.com/sites/default/files/binghamton-university-suny_592560cf2aeae70239af51d4_small.jpg"" alt=""Binghamton University SUNY Logo"">",1870,,801-1000,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294545,/universities/birmingham-city-university,Birmingham City University,"<img src=""https://www.topuniversities.com/sites/default/files/birmingham-city-university-_592560cf2aeae70239af4af8_small.jpg"" alt=""Birmingham City University Logo"">",111,,801-1000,United Kingdom,Europe,NA,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
296566,/universities/budapest-university-technology-economics,Budapest University of Technology and Economics,"<img src=""https://www.topuniversities.com/sites/default/files/budapest-university-of-technology-and-economics_592560cf2aeae70239af4feb_small.jpg"" alt=""Budapest University of Technology and Economics Logo"">",1383,,801-1000,Hungary,Europe,,"<a href=""/where-to-study/europe/hungary/guide"" class=""guide-link"" target=""_blank"">Hungary</a>"
296822,/universities/charles-sturt-university,Charles Sturt University,"<img src=""https://www.topuniversities.com/sites/default/files/charles-sturt-university-_592560cf2aeae70239af4dcc_small.jpg"" alt=""Charles Sturt University Logo"">",840,,801-1000,Australia,Oceania,,"<a href=""/where-to-study/oceania/australia/guide"" class=""guide-link"" target=""_blank"">Australia</a>"
297622,/universities/clemson-university,Clemson University,"<img src=""https://www.topuniversities.com/sites/default/files/clemson-university_806_small.jpg"" alt=""Clemson University Logo"">",806,,801-1000,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
295071,/universities/comsats-university-islamabad,COMSATS University Islamabad,"<img src=""https://www.topuniversities.com/sites/default/files/comsats-university-islamabad_592560cf2aeae70239af52bb_small.jpg"" alt=""COMSATS University Islamabad Logo"">",2104,,801-1000,Pakistan,Asia,,"<a href=""/where-to-study/asia/pakistan/guide"" class=""guide-link"" target=""_blank"">Pakistan</a>"
297408,/universities/corvinus-university-budapest,Corvinus University of Budapest,"<img src=""https://www.topuniversities.com/sites/default/files/corvinus-university-of-budapest_592560cf2aeae70239af4fef_small.jpg"" alt=""Corvinus University of Budapest Logo"">",1388,,801-1000,Hungary,Europe,,"<a href=""/where-to-study/europe/hungary/guide"" class=""guide-link"" target=""_blank"">Hungary</a>"
296411,/universities/cracow-university-technology-politechnika-krakowska,Cracow University of Technology (Politechnika Krakowska),"<img src=""https://www.topuniversities.com/sites/default/files/cracow-university-of-technology-politechnika-krakowska_592560cf2aeae70239af503e_small.jpg"" alt=""Cracow University of Technology (Politechnika Krakowska) Logo"">",1467,,801-1000,Poland,Europe,NA,"<a href=""/where-to-study/europe/poland/guide"" class=""guide-link"" target=""_blank"">Poland</a>"
371261,/universities/czech-university-life-sciences-prague,Czech University of Life Sciences in Prague,"<img src=""https://www.topuniversities.com/sites/default/files/czech-university-of-life-sciences-in-prague_592560e59988f300e2321abd_small.jpg"" alt=""Czech University of Life Sciences in Prague Logo"">",25529,,801-1000,Czech Republic,Europe,,"<a href=""/where-to-study/europe/czech-republic/guide"" class=""guide-link"" target=""_blank"">Czech Republic</a>"
294504,/universities/de-la-salle-university,De La Salle University,"<img src=""https://www.topuniversities.com/sites/default/files/de-la-salle-university_153_small.jpg"" alt=""De La Salle University Logo"">",153,,801-1000,Philippines,Asia,NA,"<a href=""/where-to-study/asia/philippines/guide"" class=""guide-link"" target=""_blank"">Philippines</a>"
294713,/universities/de-montfort-university,De Montfort University,"<img src=""https://www.topuniversities.com/sites/default/files/de-montfort-university_592560cf2aeae70239af4d9f_small.jpg"" alt=""De Montfort University Logo"">",796,,801-1000,United Kingdom,Europe,NA,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
293650,/universities/edinburgh-napier-university,Edinburgh Napier University,"<img src=""https://www.topuniversities.com/sites/default/files/edinburgh-napier-university_592560cf2aeae70239af55f5_small.jpg"" alt=""Edinburgh Napier University Logo"">",14171,,801-1000,United Kingdom,Europe,4,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
294435,/universities/escuela-politecnica-nacional,Escuela Politécnica Nacional,"<img src=""https://www.topuniversities.com/sites/default/files/escuela-politcnica-nacional_592560cf2aeae70239af589c_small_0.jpg"" alt=""Escuela Politécnica Nacional Logo"">",15242,,801-1000,Ecuador,Latin America,NA,"<a href=""/where-to-study/latin-america/ecuador/guide"" class=""guide-link"" target=""_blank"">Ecuador</a>"
297583,/universities/fordham-university,Fordham University,"<img src=""https://www.topuniversities.com/sites/default/files/fordham-university_814_small.jpg"" alt=""Fordham University Logo"">",814,,801-1000,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
371307,/universities/gdansk-university-technology,Gdansk University of Technology,"<img src=""https://www.topuniversities.com/sites/default/files/gdansk-university-of-technology_592560e59988f300e2321bdf_small.jpg"" alt=""Gdansk University of Technology Logo"">",25664,,801-1000,Poland,Europe,,"<a href=""/where-to-study/europe/poland/guide"" class=""guide-link"" target=""_blank"">Poland</a>"
297427,/universities/george-mason-university,George Mason University,"<img src=""https://www.topuniversities.com/sites/default/files/george-mason-university_592560cf2aeae70239af518c_small.jpg"" alt=""George Mason University Logo"">",1799,,801-1000,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
295596,/universities/german-jordanian-university,German Jordanian University,"<img src=""https://www.topuniversities.com/sites/default/files/german-jordanian-university_592560e29988f300e2321333_small.jpg"" alt=""German Jordanian University Logo"">",24000,,801-1000,Jordan,Asia,NA,
296377,/universities/glasgow-caledonian-university,Glasgow Caledonian University,"<img src=""https://www.topuniversities.com/sites/default/files/glasgow-caledonian-university_1649_small_3.jpg"" alt=""Glasgow Caledonian University Logo"">",1649,,801-1000,United Kingdom,Europe,NA,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
295902,/universities/gulf-university-science-technology,Gulf University for Science and Technology,"<img src=""https://www.topuniversities.com/sites/default/files/gulf-university-for-science-and-technology_20253_small.jpg"" alt=""Gulf University for Science and Technology Logo"">",20253,,801-1000,Kuwait,Asia,,
297052,/universities/hacettepe-university,Hacettepe University,"<img src=""https://www.topuniversities.com/sites/default/files/hacettepe-university-_592560cf2aeae70239af4d8c_small.jpg"" alt=""Hacettepe University Logo"">",777,,801-1000,Turkey,Asia,,"<a href=""/where-to-study/asia/turkey/guide"" class=""guide-link"" target=""_blank"">Turkey</a>"
295006,/universities/harbin-engineering-university,Harbin Engineering University,"<img src=""https://www.topuniversities.com/sites/default/files/harbin-engineering-university_592560cf2aeae70239af5277_small.jpg"" alt=""Harbin Engineering University Logo"">",2036,,801-1000,China (Mainland),Asia,,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>"
296688,/universities/islamic-university-madinah,Islamic University of Madinah,"<img src=""https://www.topuniversities.com/sites/default/files/islamic-university-in-madinah_592560cf2aeae70239af4f16_small.jpg"" alt=""Islamic University of Madinah Logo"">",1171,,801-1000,Saudi Arabia,Asia,3,"<a href=""/where-to-study/asia/saudi-arabia/guide"" class=""guide-link"" target=""_blank"">Saudi Arabia</a>"
294202,/universities/istanbul-university,Istanbul University,"<img src=""https://www.topuniversities.com/sites/default/files/istanbul-university_592560cf2aeae70239af4bac_small.jpg"" alt=""Istanbul University Logo"">",297,,801-1000,Turkey,Asia,NA,"<a href=""/where-to-study/asia/turkey/guide"" class=""guide-link"" target=""_blank"">Turkey</a>"
293626,/universities/karaganda-state-technical-university,Karaganda State Technical University,"<img src=""https://www.topuniversities.com/sites/default/files/karaganda-state-technical-university_14129_small_0.jpg"" alt=""Karaganda State Technical University Logo"">",14129,,801-1000,Kazakhstan,Asia,NA,
294160,/universities/kasetsart-university,Kasetsart University,"<img src=""https://www.topuniversities.com/sites/default/files/kasetsart-university_312_small.jpg"" alt=""Kasetsart University Logo"">",312,,801-1000,Thailand,Asia,NA,"<a href=""/where-to-study/asia/thailand/guide"" class=""guide-link"" target=""_blank"">Thailand</a>"
296511,/universities/kaunas-university-technology,Kaunas University of Technology,"<img src=""https://www.topuniversities.com/sites/default/files/kaunas-university-of-technology_1454_small.jpg"" alt=""Kaunas University of Technology Logo"">",1454,,801-1000,Lithuania,Europe,,"<a href=""/where-to-study/europe/lithuania/guide"" class=""guide-link"" target=""_blank"">Lithuania</a>"
293740,/universities/kazakh-ablai-khan-university-international-relations-world-languages,Kazakh Ablai Khan University of International Relations and World Languages,"<img src=""https://www.topuniversities.com/sites/default/files/kazakh-ablai-khan-university-of-international-relations-and-world-languages_592560cf2aeae70239af564a_small.jpg"" alt=""Kazakh Ablai Khan University of International Relations and World Languages Logo"">",14284,,801-1000,Kazakhstan,Asia,NA,
295215,/universities/kent-state-university,Kent State University,"<img src=""https://www.topuniversities.com/sites/default/files/kent-state-university_592560cf2aeae70239af5351_small.jpg"" alt=""Kent State University Logo"">",2254,,801-1000,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294143,/universities/khon-kaen-university,Khon Kaen University,"<img src=""https://www.topuniversities.com/sites/default/files/khon-kaen-university_592560cf2aeae70239af4bc1_small.jpg"" alt=""Khon Kaen University Logo"">",317,,801-1000,Thailand,Asia,NA,"<a href=""/where-to-study/asia/thailand/guide"" class=""guide-link"" target=""_blank"">Thailand</a>"
296686,/universities/king-faisal-university,King Faisal University,"<img src=""https://www.topuniversities.com/sites/default/files/king-faisal-university_592560cf2aeae70239af4f18_small.jpg"" alt=""King Faisal University Logo"">",1173,,801-1000,Saudi Arabia,Asia,NA,"<a href=""/where-to-study/asia/saudi-arabia/guide"" class=""guide-link"" target=""_blank"">Saudi Arabia</a>"
294702,/universities/king-mongkuts-university-technology-thonburi,King Mongkut's University of Technology Thonburi,"<img src=""https://www.topuniversities.com/sites/default/files/king-mongkuts-university-of-technology-thonburi-_592560cf2aeae70239af4f2a_small.jpg"" alt=""King Mongkut's University of Technology Thonburi Logo"">",1191,,801-1000,Thailand,Asia,,"<a href=""/where-to-study/asia/thailand/guide"" class=""guide-link"" target=""_blank"">Thailand</a>"
